# default,student,balance,income
0,0,554.1078115356,30357.0259771625
0,0,891.3178980503,43945.0416541409
0,0,464.8363330958,27324.8996870729
0,1,563.5426611002,24082.0393441031
1,0,1530.3531571461,30003.8171511158
0,0,990.5670261863,41690.2526225589
0,0,590.3997864988,42769.2038801219
0,1,715.1641095743,21153.5110081716
0,0,1540.3777266777,41852.0784358238
0,0,1243.3265184083,41639.6803816334
0,1,235.3284999089,20909.7047538096
0,0,528.2543231704,49394.340774526
0,0,592.2538956229,30731.201603129
0,0,705.2049719862,42683.187243286
0,0,456.5156439906,48195.7758370754
0,1,470.7175746528,18052.1049990983
0,1,1503.0751298553,10600.4135403235
0,0,1362.9655954038,44217.9160352291
0,0,908.7715736879,45032.8459851152
0,1,1096.8202721452,16148.0600066064
0,0,369.2219424757,47835.0910453142
0,0,673.3998990463,50256.2902118721
0,0,1038.5000075215,51173.1413763774
0,0,0,28762.9237797484
0,0,527.1940865733,32431.1182596039
0,0,817.4693368161,32974.4273524307
0,1,1549.0427545174,19702.293205826
0,1,566.7137893516,11853.9531668182
0,0,1496.0564648759,24935.9187420962
0,0,862.6566564167,42844.8340023417
0,0,1259.1494178926,31263.641081672
0,0,1025.0388330316,43510.0496378576
0,1,703.2777871027,14793.7426766893
0,1,1082.3914973459,15175.3612149216
0,0,910.4490235336,44054.9164232696
0,1,996.5438621608,16995.6604049481
0,0,353.778226009,58514.3180764772
0,1,782.7108275006,13300.2974683438
0,0,1716.5954182442,51056.8682867977
0,1,502.8986383575,15153.965762645
0,0,1033.4684685052,59203.9676630271
0,0,0,34925.3654101008
0,1,1087.0834993683,19263.7695817024
0,0,1047.2442488139,43899.7592451193
0,0,1056.9273525241,38367.8679465264
0,1,979.2244246329,26010.8878031666
0,1,847.8187062531,15978.633625651
0,0,781.7712847631,50958.7905135708
0,1,402.488886826,15904.0559208087
0,0,204.7401817146,17534.2905392742
0,1,2022.6746432423,18336.74316845
0,0,748.937063784,44186.6177602638
0,0,838.2756877524,35917.4906102388
0,0,386.0160492908,44694.0309570293
0,0,812.3992965256,49623.1009820914
0,1,1809.9265643936,6985.1359453954
0,0,0,30360.5489438194
0,1,1328.1838041191,24688.4737209337
0,1,1464.936048827,26716.6863746825
0,0,1200.5651376474,39718.6926569602
0,0,989.6864199644,27856.5770606696
0,0,870.7345799258,35539.2702158304
0,1,1200.847390016,19849.8314129485
0,1,1428.8320473614,23204.6814610386
0,0,0,33951.2887259244
0,1,359.4588665376,21783.2694913357
0,0,265.6839497867,40862.7540056257
0,0,1027.770531692,44406.83691434
0,0,729.0474334976,35042.1329969977
0,0,1042.8049199139,25867.1477168844
0,0,230.2305878988,37875.614823143
0,0,367.4660121832,30611.2722706897
0,1,737.7053539413,20863.7996686999
0,0,18.2612853635,30349.460422935
0,0,1257.7602088919,30834.7713682736
0,0,455.5215132063,40907.3983537652
0,0,56.9675603505,35458.4815614207
0,1,723.9319852997,12213.0371368412
0,0,612.3831576774,41379.7678082606
0,1,1220.1776056907,15308.1270712607
0,0,1222.3476917141,32363.3710505847
0,0,1165.491138147,47684.2194497489
1,0,1642.8199966383,46856.947039092
0,0,944.1735600178,56088.6837995041
0,0,749.6080039007,41423.9411731786
0,0,370.3751867777,31231.0078371514
1,0,1991.649120113,42133.3731759574
0,0,773.9152265769,44562.3381169342
0,1,817.2498112624,20480.88705606
0,0,1060.7162196767,50260.4643659169
1,0,1550.4492644132,56273.5136083638
0,1,454.4669622129,15092.439307714
0,1,1256.2393254151,17784.5589437522
0,0,1484.3953929752,36731.3086949029
0,1,1050.4773279325,12661.6116309912
0,0,986.4006189264,45430.4722089423
0,0,717.3419269517,44266.3765401792
0,0,692.1432226816,47038.0903196941
1,0,1328.8927252178,34710.0623657107
0,0,673.4681910561,32930.0693612804
0,0,218.6392970431,48991.3953793342
0,0,1218.1669658237,43954.2774856976
0,1,13.5168025504,19322.5450270524
0,1,531.4786998501,21726.558972624
0,0,165.5381516952,33436.4557377411
0,1,1351.849722333,25890.5039884998
0,0,107.2820830496,54143.9627498165
0,0,947.1935713804,35604.117192781
0,1,434.5602592261,14812.6452403767
0,0,1020.0672404887,37458.8792492482
0,0,662.3053180223,31597.8976165624
0,1,754.420612921,20767.6830202616
0,0,289.4895756934,44412.8951033074
0,0,198.0384092297,36270.9381202214
0,1,516.0604916766,16615.0219627607
0,0,697.5638089898,41755.3981466578
0,1,502.3247834678,16947.4229346552
0,1,1459.6870830452,15575.419233378
0,0,716.9987226893,34418.2602228491
0,1,1037.9727050178,18324.0300568905
0,0,673.0161171961,29735.9615970911
0,0,371.9217847013,41099.7724418194
0,0,89.1349579572,55604.6075315396
0,0,1273.2801810591,40895.2827703241
0,0,600.7233029674,18680.516769028
0,0,905.0381646368,40711.7988982471
0,0,1061.4415621445,54437.0103173027
0,0,1672.6392483048,46334.7877633441
0,1,883.7026456003,19750.0940028726
0,0,373.780330004,53936.2417769944
0,0,1287.7951869379,52382.6647043692
0,0,1229.742571479,48739.9273906526
0,1,510.6138469543,22457.0517475138
0,0,775.6301687168,27205.8573938823
0,0,1152.9828868866,50206.5769341592
0,1,1303.6625897017,7986.0003358345
0,0,1675.2788517321,28244.5034750868
0,0,398.2777330446,30001.7950602906
0,1,739.9017593968,25023.8738564122
0,0,226.417696514,32018.7136305149
0,0,1217.3217121342,25173.6196080491
0,0,639.8205582492,29902.0019867792
0,1,883.1669768803,12717.4922312992
0,0,2.287610953,38186.5242727915
0,0,419.6373476659,55967.9931672653
0,1,1544.1402498683,11102.5347437309
0,0,1101.015017952,32153.0135926701
1,0,1700.5999134866,30488.9834104565
0,0,311.8245868681,48301.0596601046
0,0,442.8302222527,55074.1308290001
0,0,728.8149600612,17909.5810715927
0,0,278.8779025201,37188.6683650846
0,0,758.7023275345,36625.9895523394
0,0,620.3396794394,22803.7410338396
0,1,1890.1674114753,18402.4648845956
0,0,0,28951.4518951572
0,1,1329.198842216,23184.0155485336
0,0,1075.8637723748,44128.6282564037
0,0,618.5275092228,54956.9905446621
0,0,1111.0865758202,27466.8936820065
0,0,864.0397435185,45881.9302056307
0,0,895.2298096146,48512.4556411759
0,1,954.0304336886,21908.5271562436
0,0,947.6349327409,46813.5163080957
0,0,267.303727744,23117.9286733782
0,1,1366.8057832287,23913.2088013083
0,0,624.7318835093,38325.1737553638
0,0,13.6793826697,25221.6376687793
0,0,785.8664856501,44778.0157756766
0,1,1353.0938456951,18933.4961949702
0,0,480.3212639148,25553.2628515188
0,0,0,29507.3132469218
0,1,1221.971242906,17916.8560894888
0,1,1184.9365230235,25108.756711813
0,1,478.5720556048,27512.3448997584
0,0,221.6904618934,34786.1013515581
0,0,578.3876216877,41054.1386619277
0,1,1361.4584324067,19576.9571319919
0,1,977.8480956028,19731.9609897188
0,0,1184.4252448815,36887.439966855
1,1,1118.7010394308,21848.4429000063
1,0,1119.0972447607,37224.5678135129
0,0,776.3499793074,31329.4848506225
0,0,1322.2970910844,51792.4023687088
0,0,878.0264575919,27438.585115052
0,0,1268.3795146773,16921.1808790391
0,0,0,32611.3730692625
0,0,0,37262.5740938171
0,1,366.7869573141,25833.0630989749
0,0,747.5610363779,39898.7690858912
0,0,1787.285143726,37499.0935479677
0,1,1929.4469802585,14995.4921684901
0,0,987.142890957,27961.3196085338
0,1,856.3573684205,20758.2146891725
0,0,1101.1497070941,18153.8443165945
0,0,704.1845199807,31515.9816788054
0,0,555.6234366761,40837.7316360849
0,0,1073.4982605984,44764.1105476201
0,0,1126.2230230127,32842.6523719603
0,1,649.7733185642,15708.2963812027
0,0,977.6576209973,43743.4967298485
0,0,1049.8899642061,42637.5110638279
0,1,1383.5663330639,15764.345875927
0,1,1095.4657395796,14065.1675680038
0,0,1089.3717909992,30224.5961304622
0,0,605.2209683061,21792.3215199717
0,0,1033.8853990167,49262.0453292257
0,0,1604.7205537548,38186.9850695393
0,0,826.3270259393,24679.715044052
0,1,1176.1468232851,16670.6807862768
0,1,1275.0231993874,19937.0980337404
0,1,1290.2831400564,23538.9441422913
0,0,1133.4741993193,51414.4959558752
0,0,837.4125668553,37400.4928845624
0,1,379.0821666884,18280.3670338005
0,1,1134.166278498,12453.3635924034
0,0,0,39120.0847898987
0,0,1491.1748028047,59394.3830781267
0,1,1695.3595856563,9582.9418971221
0,0,705.5733276387,54589.2398684094
0,0,239.1933662657,33743.2265524886
0,1,1183.7106414278,12428.6145139245
0,0,898.7618389121,38267.08157841
0,1,1524.2904004493,11719.5934790985
0,0,777.023737418,35115.0185512798
0,0,1394.7958191953,26074.9343643672
0,1,0,20476.1557245306
0,0,62.5715751602,47946.7670938155
1,0,1981.4518153844,28127.8954733126
0,0,514.0540347778,50053.261925801
0,0,722.7880389588,53714.186065152
0,0,152.8663041566,33716.8640608001
0,0,293.1847728536,35390.2875967122
0,0,0,38613.6204965308
0,1,645.3668572291,17878.3643114477
0,1,1515.1528330505,26046.7720831097
0,1,767.4395054818,18846.4892212338
0,1,491.8797470534,21715.226298099
0,0,0,41389.4352722328
0,0,0,34589.4880601879
0,0,509.155164106,40132.6592071943
0,1,965.5873700855,16440.0996975194
0,1,1868.5400723075,20489.5981077627
0,0,403.4972058042,41803.7781625719
0,0,593.1436250688,37670.9350241925
0,0,0,44547.8655465918
0,0,742.2900158845,39367.1933081303
0,1,1110.1004565319,13013.6105672136
0,0,771.5512952978,49440.4012944686
0,0,624.3388914976,42492.7530686959
0,1,499.9572297793,22884.9525653222
0,0,1088.6375203734,60650.0361323175
0,0,1556.4919279677,49669.6688731682
0,1,797.0843357314,23558.6830823662
0,0,415.9925025979,38215.6780429902
0,1,538.232681166,26833.0396297828
0,1,1181.9347023996,21086.0820079429
0,1,836.0206886271,9271.7899242311
0,0,104.4432150778,46928.0054911712
0,0,564.2094785779,53196.6230194221
0,1,804.5394021547,25091.4607662506
0,0,1028.9536402333,21218.3035199453
0,0,748.7465836677,8983.8569017719
0,0,66.632080735,28735.9741149412
0,0,452.8022288983,48034.2377125974
0,1,798.4605101137,27724.0657528508
0,1,1941.9029281417,23467.126966094
0,0,1446.1010119152,22996.4323020653
0,0,761.0640982905,61580.034125346
0,0,1350.1727283575,43147.4555837922
0,0,380.95020056,36943.3619940607
0,1,1602.849607094,15906.466797439
0,0,147.6101154885,37588.5626099252
0,0,0,36283.0801271054
0,1,733.0725123763,18818.1673820965
0,1,1082.747976268,26096.3370339348
0,0,779.6573003105,40804.4757033746
0,0,994.1587121706,65254.0757961504
0,0,769.1813741289,50070.7815461683
0,1,684.0985190962,4985.1691133645
0,0,442.5633016943,27898.4653945517
1,0,1717.0715925861,38408.8909167269
0,0,0,36302.528437156
0,0,1092.345864854,44717.0125770421
0,0,497.3349541158,35146.7987733695
0,1,1149.6806549945,16907.7007441301
1,0,1465.2101636433,58699.9831975197
0,0,565.3176041571,41789.6110016585
0,1,922.1378905024,12224.1851701983
0,1,175.5993806048,11510.0578678315
0,0,1024.9468188811,49675.5604190352
0,0,596.8854323037,54091.624759736
0,0,750.4104842089,53084.9074806631
0,1,790.8700274328,14183.9700258003
0,0,112.3278724975,42386.0485550432
0,1,738.3944873157,16093.2845506875
0,0,1157.8555606887,54419.8085690598
0,0,1213.2431492552,45149.516318112
0,0,1339.6262041855,41656.0028929824
0,0,588.3124302036,56520.9625106958
0,0,721.8081324998,56375.7219879443
0,0,680.8207189734,43843.4741174494
0,1,815.4065708735,12071.7624998357
0,0,1042.5071120411,37170.1090492838
0,1,663.2498681222,20454.6165493286
0,1,1478.6185450645,18026.4710989649
0,0,337.7567539943,33655.5724347316
0,1,1273.5507196165,23126.6361991141
0,0,114.179725878,49562.9892653441
0,0,0,52295.6009297642
0,1,1516.3176892324,26377.5934939198
0,1,898.1146731086,24164.7511007409
0,0,790.5905821173,48219.5944665748
0,0,0,29072.7214938039
0,0,1273.2448303306,49136.4741958684
0,0,1279.2004483305,36063.114108959
0,1,732.719380889,14568.7474096201
1,0,1763.5790878946,46227.0745421357
0,1,1280.4184484249,16310.9055269133
0,0,1529.9379953652,36912.8973015701
0,1,345.4676364764,18251.4945592886
0,0,197.9894037517,33723.9857591643
1,1,1770.9694405265,15975.5371965119
0,1,639.3719435411,17037.0547998481
0,0,238.8146438571,23526.7109062151
0,0,390.5558430767,45338.3572147741
0,1,830.171511107,19476.5875790804
0,1,1378.8760756438,21613.578470166
0,0,242.4034493158,37364.4230927587
0,0,1236.5474935522,36211.4903618167
0,0,1063.7749366931,34914.2752545523
0,0,126.9231789739,33819.1433220656
0,0,758.4655012616,38018.1456896637
0,0,908.9314586446,68758.8783988945
0,0,558.518342411,46297.4254108936
0,0,1819.2423333921,36969.5525152008
0,1,1110.6817440055,19327.5750379268
0,0,723.24337467,43459.0118542978
0,0,972.0318640315,18510.946033198
0,0,696.0144306496,40741.4202403335
0,1,1178.2489088753,29362.604609009
0,1,329.5585108771,19371.8120916883
0,1,792.5292384728,14546.30176771
0,0,1246.037757696,33691.7213091022
0,0,591.7607764815,41670.257382541
0,0,244.0811388008,24854.2498236435
0,0,1038.5483600604,49944.8651506496
0,0,679.0745867962,49488.5639815129
0,0,1061.415836002,40585.2216446978
0,1,1268.2406909193,11914.5782684288
0,1,955.5336858198,14736.7208791128
0,0,1115.8206296409,27882.8092643982
0,1,601.1632606102,22029.1935171555
0,0,1097.6000389451,52286.4318229537
0,0,1042.7830726467,45982.9663185287
0,1,1321.4430528653,8624.1106887428
0,0,1052.3932601621,37637.6593074495
0,0,687.9517010624,27604.0792714302
0,1,566.4605126264,24828.2659835652
0,0,769.4142240379,35071.1665353159
0,0,955.1353421032,26372.985815295
0,0,643.4095264648,28660.1401685022
0,0,0,42745.3020131405
0,0,437.6360625962,45384.0474502375
0,0,1278.8656416141,34673.1709932026
0,0,1639.3905719663,30624.7759284918
0,0,891.6437372658,36470.8283401861
0,1,316.4590483132,18813.9402088352
0,0,622.9295073872,48874.5557680461
0,0,107.277526759,42287.3028620524
0,1,990.543215774,12398.4906038395
0,0,0,45659.9957026185
0,0,0,33119.9553306198
0,0,591.2184872888,35287.8245843759
0,1,928.0600782656,21121.8448328186
0,0,304.5992238988,40785.9891775391
0,0,235.9394976868,31336.5101185978
0,1,1108.053517681,10853.2309395985
0,0,687.306396977,24563.7576757258
0,0,60.1860361263,39864.8635503901
0,0,0,34648.9725974223
0,0,272.8932571451,58730.5728615017
1,0,1531.7164593198,43930.4000955678
0,0,949.6086485133,47702.5737457984
0,0,561.9161784551,35080.5792438221
0,0,468.132522197,25231.3462344957
0,1,993.1081699918,12215.9468218066
0,0,0,31314.6950884232
0,1,759.4783691782,12710.7209232412
0,0,1340.7872092965,36440.2283216228
0,1,1521.4633955023,15210.4740694568
0,0,133.7433443497,30457.0163661004
1,0,780.1725691715,51656.8740637741
0,0,839.9154583496,22884.793017069
0,0,913.5058729379,36670.8542230351
0,0,924.881441457,35712.6379057533
0,0,1197.8315046117,54652.3092984374
0,0,49.209665896,30451.152858766
0,0,970.7160965858,48387.648617342
0,0,783.0574005403,54082.4240845222
0,1,465.0628886139,20379.0620895269
0,0,0,39337.7499765406
0,1,732.2642675945,21986.0454536505
0,0,576.0912613441,37679.6985892523
0,1,588.9910562522,16309.8754485617
0,0,863.1407178312,43779.4778545985
0,0,857.5757339739,49675.3703182707
0,0,361.5017310611,33674.8902393376
0,0,891.1554270667,36023.0850073461
0,0,918.1222059654,44738.5560304555
0,0,1335.0280182811,21150.8559447406
0,0,421.4008434251,39873.5217445341
0,1,743.6361444771,18883.9715059268
0,0,773.7403724634,41872.4947626065
0,0,731.3934721696,45251.8819209678
0,0,964.188922685,36330.3945986058
0,1,350.0151842642,17657.1726575117
0,0,1206.6613620545,37125.5913512782
0,0,1051.9475732674,52888.1850963327
0,0,454.7603706778,45572.172484486
0,0,932.6653075355,42758.6007035183
0,0,535.7458464688,36259.4637552901
0,0,241.8052521687,41186.1828072136
0,0,1026.5067098024,42042.1679417363
0,1,187.6798855715,18278.833967134
0,0,197.5383214791,58646.9278047098
0,0,585.7080882594,43288.4003826895
0,1,1947.0224011618,12147.0464091645
0,0,829.5475974923,39717.5376088077
0,0,196.9384595398,35488.4488835876
0,0,591.8636190186,31438.7760126707
0,0,0,39742.1054579553
0,1,1008.2916186762,11939.2952561454
0,1,1052.2274777406,17410.751592587
0,0,331.6805267361,49756.1710110556
0,0,913.1072039745,29414.6521751635
0,1,561.3916121686,21747.2631759341
0,0,246.9554629787,47692.8942495176
0,0,578.9786100857,46304.717476204
0,0,557.8087771283,62352.8460745643
0,1,788.2517515905,10418.1828574391
0,0,1060.8074292702,39174.0563607053
0,1,1247.9070287109,19816.720143272
0,0,1184.3607232523,34259.9901986231
0,0,1024.5782382886,33071.5499188853
0,0,1080.2916555678,43367.8995668736
0,0,540.2790448428,26267.1563495095
0,0,1448.835465375,33835.7362563617
0,1,561.194035284,27421.1112560912
0,0,1191.4803065891,30040.5721479464
0,0,565.1389875319,38202.5839366836
0,0,482.9821952205,35845.192831506
0,0,950.3500933487,37486.2495546276
0,1,350.7029134552,21235.360416199
1,1,1551.0234688606,19027.5086325602
0,0,981.5962750868,37747.9133548875
0,0,1442.1298052512,10921.6150280099
0,0,1060.3358600879,56607.2539731991
0,0,1154.8907922968,61794.3463333657
0,1,544.1397692615,20056.8285438979
0,0,1137.1754542273,27588.9333054472
0,0,414.0840494902,47811.4189244222
0,1,436.0083144183,17504.44777329
0,0,987.8147997017,25809.9802798683
0,0,679.3918417655,46603.5464098654
0,0,1377.7720071858,51633.329550876
0,0,856.8119604597,32437.1318348945
0,0,1036.6768332859,44923.8027469326
0,0,0,46826.8044671654
0,0,961.472070663,51936.7598875077
0,0,275.9880912601,35622.829451765
0,0,426.6935420997,30769.3447724704
0,0,290.2519081526,46214.1592342021
0,0,934.9697034577,42325.7499854437
0,1,668.9911555875,26342.0484612914
0,1,2004.72756831,27136.5379770062
0,0,1312.8657297515,29938.2594627799
0,1,662.273556493,15092.0510234018
0,0,524.6398059894,36120.8922605785
0,1,1212.5895675979,21058.3486627819
0,0,961.315769352,30290.8065048843
